"element_id","sentence_id","negative","neutral","positive","sentence"
"x168","x1","strangle slow","ipl cskvkkr on a deck table csk chased down the run target in","top","IPL CSKvKKR 

 strangle on a slow deck top table

CSK chased down the run target in"
"x169","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x170","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x171","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x172","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x173","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x174","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x175","x1","dominant fortress","had been very very at the home literally an undefeated for csk now it will be inte",NA,"had been very dominant at the home literally an undefeated fortress for CSK Now it will be very inte"
"x176","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x177","x1","strangle slow","ipl cskvkkr on a deck table csk chased down the run target in o","top","IPL CSKvKKR 

 strangle on a slow deck top table

CSK chased down the run target in o"
"x178","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x179","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x180","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x181","x1","unstoppable","ipl ipl dhoni at home aakashvani csk kkr mi kxip",NA,"IPL DHONI unstoppable at home AakashVani IPL CSK KKR MI KXIP"
"x182","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x183","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x184","x1",NA,"weather update from chepauk thanda csk called the shots tonight despite a typically garam andre russell inning",NA,"Weather update from Chepauk Thanda 

CSK called the shots tonight despite a typically Garam Andre Russell inning"
"x185","x1",NA,"for csk though the match had its moments on a pitch if this nature batsmen getting knocks russ","easy win substantial","Easy win for CSK though the match had its moments On a pitch if this nature batsmen getting substantial knocks Russ"
"x186","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x187","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x188","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x189","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x190","x1","arguably","it the mahi way a list item for one of vivoipls biggest players watch","learning wish lead","Learning it the Mahi way a wish list item for arguably one of VIVOIPLs biggest players 

Watch lead"
"x191","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x192","x1",NA,"not in the limelight chahar has been perhaps csks as yet this season","best performer","Not in the limelight Chahar has been perhaps CSKs best performer as yet this season"
"x193","x1","ruthlessness","the with which dhoni csk and such is is what we need for team india at world cup there s","leads calmness","The Ruthlessness with which Dhoni leads CSK and Such Calmness is what we need For Team India At World Cup There Is S"
"x194","x1",NA,"rcb fan fan girl um um csk csk pair kothuviduvoum veriyan","boy best","Rcb fan girl um 
Csk fan boy um 

Best pair

kothuviduvoum 
csk veriyan"
"x195","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x196","x1",NA,"csk overs kuldeep finishes his spell as the timeout has been taken cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

Kuldeep finishes his spell as the timeout has been taken

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x197","x1","defeat","csk comprehensively kkr done boys in yellow cskvkkr ipl","well","CSK comprehensively defeat KKR 

Well done Boys in Yellow 

CSKvKKR IPL"
"x198","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x199","x1",NA,"hits chasing from and a typical csk comeback cskvkkr had it all l","big superb victory","Big hits superb chasing from and a typical CSK comeback victory CSKvKKR had it all l"
"x200","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x201","x1","fortress","imran tahir showing us what every csk fan is like now whistlepodu will the remain unbreached ton","right","Imran Tahir showing us what every CSK fan is like right now WhistlePodu 

Will the fortress remain unbreached ton"
"x202","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x203","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x204","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x205","x1","missing","if ipl is is about i think the csk home crowd all of it one or two low scoring matches are","fun fine","If IPL is about fun I think the CSK home crowd is missing all of it One or two low scoring matches are fine"
"x206","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x207","x1",NA,"back back to to the where we belong team by all csk players today captaincy as a","top superb spirit best","Back to the TOP
Back to where we belong
Superb team spirit by all Csk players today
 captaincy best as a"
"x208","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x209","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x210","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x211","x1","unstoppable","ipl ipl dhoni at home aakashvani csk kkr mi kxip",NA,"IPL DHONI unstoppable at home AakashVani IPL CSK KKR MI KXIP"
"x212","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x213","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x214","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x215","x1",NA,"csk of the table galattamemes cskvkkr cskvkkr","top","CSK Top of the table 
GalattaMemes CSKvKKR 
CSKvKKR"
"x216","x1",NA,"thalaivar off to jaipur for next match sureshraina csk","thanks","Thalaivar off to Jaipur 
For next match 
SureshRaina Thanks CSK"
"x217","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x218","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x219","x1",NA,"yogi ji is to to change the name of csk d company","planning","Yogi ji is planning to change the name of CSK to D Company"
"x220","x1",NA,"night lions day csk cskvkkr enowaytionplus","good","Good Night

Lions Day

CSK CSKvKKR enowaytionplus"
"x221","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x222","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x223","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x224","x1","haters","old men without its s s csk v kkr tonight put your hands","friendships mutual respect","Old friendships mutual respect men without haters its s CSK v s KKR tonight 

Put your hands"
"x225","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x226","x1",NA,"skipper sticks to to the combination face csk tonight cskvkkr vivoipl kkrhaitaiyaar","winning","Skipper sticks to the winning combination to face CSK tonight 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x227","x1",NA,"ofcourse they have have got got class match fixing specialist owners thay playe","yes top experienced","Yes ofcourse 
They have got top class match fixing specialist owners

Thay have got experienced playe"
"x228","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x229","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x230","x1",NA,"chennai really adopted me dhoni msdhoni msd whistlepodu yellove cskvkkr yelloveagain","fans","Chennai Fans Really Adopted Me Dhoni 

MSDhoni MSD WhistlePodu Yellove CSKvKKR YelloveAgain"
"x231","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
