"element_id","sentence_id","negative","neutral","positive","sentence"
"x297","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x298","x1",NA,"highest percentage in ipl csk mi srh kkr rr kxip rcb","winning","Highest Winning Percentage In IPL

CSK 
MI 
SRH 
KKR 
RR 
KXIP 
RCB"
"x299","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x300","x1",NA,"not in the limelight chahar has been perhaps csks as yet this season","best performer","Not in the limelight Chahar has been perhaps CSKs best performer as yet this season"
"x301","x1",NA,"internet always give a laughcsk","epic lover","Internet always give a epic laughcsk lover"
"x302","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x303","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x304","x1","struggle slow","why all teams with another match from csk i want to see who","expect ready","Why all teams struggle with expect another slow match from csk I want to see who ready"
"x305","x1","hit","contestalert question how many boundaries will kkr steps follow the page retweet comment your answer tag",NA,"ContestAlert

Question How many boundaries will KKR hit
Steps Follow the page Retweet Comment your answer Tag"
"x306","x1",NA,"csk bowlers",NA,"Csk bowlers"
"x307","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x308","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x309","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x310","x1","absolute inexcusable","it will will be be an shocker if russell runs out of partners that cskvskkr csk kkr vivoipl",NA,"It will be an absolute shocker if Russell runs out of partners That will be inexcusable CSKvsKKR CSK KKR VIVOIPL"
"x311","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x312","x1","haters","old men without its s s csk v kkr tonight put your hands","friendships mutual respect","Old friendships mutual respect men without haters its s CSK v s KKR tonight 

Put your hands"
"x313","x1","haters","old men without its s s csk v kkr tonight put your hands","friendships mutual respect","Old friendships mutual respect men without haters its s CSK v s KKR tonight 

Put your hands"
"x314","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x315","x1","bad","relax the the fanbase that defends anything or your teams skills are not in question here chepauk pitches","good","Relax the fanbase that defends anything good or bad your teams skills are not in question here The Chepauk pitches"
"x316","x1",NA,"taken off from where he left last game after the miller wicket two two in for deepak chahar yellove whistlepodu c",NA,"Taken off from where he left last game after the Miller Wicket Two in Two for Deepak Chahar YelLove WhistlePodu C"
"x317","x1",NA,"whistle whistle podu tee by seven show some yellove get and roar csk iamseven shop now","ready","Whistle Podu Tee by Seven Show some Yellove Get whistle ready and roar csk IAMSEVEN
Shop Now"
"x318","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x319","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x320","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x321","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x322","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x323","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x324","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x325","x1",NA,"highest percentage in ipl csk mi srh kkr rr kxip rcb","winning","Highest Winning Percentage In IPL

CSK 
MI 
SRH 
KKR 
RR 
KXIP 
RCB"
"x326","x1","unstoppable","ipl ipl dhoni at home aakashvani csk kkr mi kxip",NA,"IPL DHONI unstoppable at home AakashVani IPL CSK KKR MI KXIP"
"x327","x1","fortress","csk keep the the streak on at their thesuperkings match by wickets s","winning win comfortably","CSK keep the winning streak on at their fortress TheSuperKings win the match comfortably by wickets s"
"x328","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x329","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x330","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x331","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x332","x1",NA,"yellove csk whistlepodu","victory","Victory Yellove CSK WhistlePodu"
"x333","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x334","x1",NA,"post match pics ipl kkr csk",NA,"Post match Pics
IPL KKR CSK"
"x335","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x336","x1",NA,"we played our comeback match last year at home after years against the riders and what a it was","knight special win","We played our comeback match last year at home after years against the Knight Riders and what a special win it was"
"x337","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x338","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x339","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x340","x1",NA,"highest percentage in ipl csk mi srh kkr rr kxip rcb","winning","Highest Winning Percentage In IPL

CSK 
MI 
SRH 
KKR 
RR 
KXIP 
RCB"
"x341","x1",NA,"csk wonn many more the match live cskvkkr","enjoying","CSK Wonn 

 many more enjoying the match live 

CSKvKKR"
"x342","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x343","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x344","x1",NA,"highest percentage in ipl csk mi srh kkr rr kxip rcb","winning","Highest Winning Percentage In IPL

CSK 
MI 
SRH 
KKR 
RR 
KXIP 
RCB"
"x345","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x346","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x347","x1",NA,"csk","fans","CSK Fans"
"x348","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x349","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x350","x1",NA,"whos d character in person israelelection indiaelects conghawalacashnote bathilsollungalthambidurai","best","Whos d best character in person IsraelElection IndiaElects CongHawalaCashNote BathilSollungalThambidurai"
"x351","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x352","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x353","x1",NA,"mivkxip submit my answer contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip",NA,"MIvKXIP
 Submit my answer
contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip"
"x354","x1",NA,"mivkxip submit your answer here gtgt one will their favourite teams jersey and enter the","winner win","MIvKXIP Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the"
"x355","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x356","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x357","x1",NA,"the crowd csk and they have really adopted me dhoni whistlepodu cskvkkr","loves","The Crowd loves CSK and they have really adopted me Dhoni WhistlePodu CSKvKKR"
"x358","x1",NA,"we will our our next two matches against and and on","hope win","Hope we will win our next two matches against and on our and"
"x359","x1",NA,"highest percentage in ipl csk mi srh kkr rr kxip","winning","Highest Winning Percentage In IPL

CSK 
MI 
SRH 
KKR 
RR 
KXIP"
"x360","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x361","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x362","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x363","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x364","x1",NA,"ipl shah rukh khans gesture for ms dhoni after csk beat kkr by wickets msdhoni",NA,"IPL Shah Rukh Khans Gesture For MS Dhoni After CSK Beat KKR by Wickets
MSDhoni"
"x365","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x366","x1",NA,"ipl finals hyderabad click s latest episode of heyneekelen raagatalk raagaoriginals rjoph","winner","IPL Finals Hyderabad Winner click s latest episode of HeyNeeKelen 

RaagaTalk RaagaOriginals RjOph"
"x367","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x368","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x369","x1","loss hitting","the one that i can recollect was against in sixes of",NA,"The One loss that I can recollect was against in 
 hitting Sixes of"
"x370","x1",NA,"mivkxip submit your answer here gtgt one will their favourite teams jersey and enter the","winner win","MIvKXIP Submit your answer here gtgt 
One winner will win their favourite teams jersey and enter the"
"x371","x1",NA,"done mivkxip contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip",NA,"Done

MIvKXIP 
contestalert iplcontest ipl csk kkr mi dc srh rr rcb kxip"
"x372","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x373","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x374","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x375","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x376","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x377","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x378","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x379","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x380","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x381","x1",NA,"csk cskthekingofipl for a cskvkkr ipl dksmeme","reason","CSK 

CSKTheKingOfIPL for a reason 
CSKvKKR IPL DksMeme"
"x382","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x383","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x384","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x385","x1",NA,"sometimes lol last season in cskvkkr match",NA,"Sometimes lol
Last season in CSKvKKR match"
"x386","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x387","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x388","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x389","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x390","x1",NA,"even the polls showing middle finger to to really times move on ipl russell kkr rcb csk de","tough","Even the Polls Showing Middle Finger to 
Really Tough Times to move on IPL Russell KKR RCB CSK De"
"x391","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x392","x1",NA,"head head to to in ipl csk kkr lets make it today cskvkkr",NA,"Head to Head In IPL 

CSK 

KKR 

Lets Make it to Today

 CSKvKKR"
"x393","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x394","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x395","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x396","x1","misleading","stat since they have barely played any games there for years this is like saying delhi capitals are undefeat",NA,"Misleading stat since they have barely played any games there for years 

This is like saying DELHI CAPITALS ARE UNDEFEAT"
"x397","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x398","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x399","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x400","x1",NA,"table toppers again csk",NA,"Table Toppers Again Csk"
"x401","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x402","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x403","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x404","x1",NA,"for csk though the match had its moments on a pitch if this nature batsmen getting knocks russ","easy win substantial","Easy win for CSK though the match had its moments On a pitch if this nature batsmen getting substantial knocks Russ"
"x405","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x406","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x407","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x408","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x409","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x410","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x411","x1",NA,"kasthuri linked csk csk with mgr mgr admk darbar",NA,"Kasthuri Linked CSK With MGR
CSK MGR ADMK Darbar"
"x412","x1","missing","paaji is looking rock this season would really to see him him in wcsquad ba","solid love","paaji is looking rock solid this season Would really love to see him in WCSquad

Missing him ba"
"x413","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x414","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x415","x1",NA,"weather update from chepauk thanda csk called the shots tonight despite a typically garam andre russell inning",NA,"Weather update from Chepauk Thanda 

CSK called the shots tonight despite a typically Garam Andre Russell inning"
"x416","x1",NA,"im still waiting for another match and tweet thala csk chennaisuperkings",NA,"Im still waiting for another match and tweet thala CSK ChennaiSuperKings"
"x417","x1","strangle slow","ipl cskvkkr on a deck table csk chased down the run target","top","IPL CSKvKKR 

 strangle on a slow deck top table

CSK chased down the run target"
"x418","x1",NA,"when when csk batted batted first first they they scored runs but others team were didnt even cross",NA,"When CSK batted first they scored runs but when others team were batted first they didnt even cross"
"x419","x1",NA,"your boys how to play our spin whistlepodu csk sirappana sambhavam","teach","Teach your boys how to play our spin WhistlePodu CSK 

Sirappana Sambhavam"
"x420","x1",NA,"he even forgot last years q playoffs pitches offered by wankhede fo",NA,"He even forgot last years Q playoffs pitches offered by Wankhede fo"
"x421","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x422","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x423","x1",NA,"russell csk csk mersal vs kkr ipl full video link","fans celebration","Russell CSK Fans Mersal Celebration CSK vs KKR IPL 

full video link"
"x424","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x425","x1",NA,"yesterday my my fb page hits insta id gets thala dhoni once again why he is just the","likes verified proves","Yesterday My FB page hits Likes My Insta ID gets verified Thala Dhoni once again proves why he is just the"
"x426","x1",NA,"remains csk of the table ipl vivoipl cskvkkr","king top","King Remains 

CSK TOP OF THE TABLE

IPL VIVOIPL CSKvKKR"
"x427","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x428","x1","misleading","stat since they have barely played any games there for years this is like saying delhi capitals are",NA,"Misleading stat since they have barely played any games there for years 

This is like saying DELHI CAPITALS ARE"
"x429","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x430","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x431","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x432","x1",NA,"i have have been here here for for a very long time lot of gd things happened me my test debut the crow","including","I have been here for a very long time Lot of gd things have happened for me here including my Test debut The crow"
"x433","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x434","x1","defeat","csk comprehensively kkr done boys in yellow cskvkkr ipl","well","CSK comprehensively defeat KKR 

Well done Boys in Yellow 

CSKvKKR IPL"
"x435","x1",NA,"match day all the waiting for your innings lets rock it csk yellove whistlepod","best champ big","Match Day 

All the best Champ
 Waiting for your Big Innings 
Lets Rock It 

CSK
Yellove WhistlePod"
"x436","x1","unstoppable","ipl ipl dhoni at home aakashvani csk kkr mi kxip",NA,"IPL DHONI unstoppable at home AakashVani IPL CSK KKR MI KXIP"
"x437","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x438","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x439","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x440","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x441","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x442","x1",NA,"what a match sure it was an and while wickets taken by csk much in fieldingexcellent catche","interesting enjoyed improved","What a match Sure it was an interesting and enjoyed while wickets taken by CSK much improved in fieldingexcellent catche"
"x443","x1",NA,"om namo venkateshaya more cleansweeped matchwins out of to all our membersfor teams us","congrats contact","OM NAMO VENKATESHAYA 
 more cleansweeped matchwins out of Congrats to all our membersFor teams contact us"
"x444","x1","wrong declining","we the the match dammit whats with this news and prediction amount cskvkkr","won","we won the match dammit Whats with this wrong news and declining the prediction amount CSKvKKR"
"x445","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x446","x1",NA,"whistlepoduarmy get to the lions outside its den csk","ready support","WhistlePoduArmy get ready to support the Lions outside its den

CSK"
"x447","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x448","x1","blame","do people the pitch if a team score runs in overs ipl chepauk csk",NA,"Do people blame the pitch if a team score runs in overs IPL chepauk CSK"
"x449","x1",NA,"vivoipl gamebanayeganame match beat chennaisuperkings kkr to go of th","overtake top","VIVOIPL GameBanayegaName

Match Beat 

ChennaiSuperKings overtake KKR to go top of th"
"x450","x1","enough","kkr had the spinners to take on csk but just did not score dont see any visiting team in chennai","winning","KKR had the spinners to take on CSK but just did not score enough Dont see any visiting team winning in Chennai"
"x451","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x452","x1",NA,"whatttay team yellow cskvsrr vivoipl chennaisuperkings csk chinnathala mripl","win congratulations","Whatttay win Congratulations team yellow 

cskvsrr vivoipl chennaisuperkings csk chinnathala MrIPL"
"x453","x1","struggled","rajasthan royals and scored but kkr the game in just th th over over csk had to to go against","won win","Rajasthan Royals struggled and scored but KKR won the game in just th over CSK had to go th over to win against"
"x454","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x455","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x456","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x457","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x458","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x459","x1",NA,"today i am here just to my brotherscsk vs mi ipl","support","Today I am here just to support my brotherscsk vs mi ipl"
"x460","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x461","x1",NA,"only csk",NA,"Only CSK"
"x462","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x463","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x464","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x465","x1","touted","swachhindia ipl whistlepoduarmy as official fan club of csk m a chidambaram stadium in chenn","clean","SwachhIndia IPL WhistlePoduArmy touted as official fan club of CSK clean M A Chidambaram Stadium in Chenn"
"x466","x1",NA,"while your team cant tell that is a fixed match did you parents this to u csk","win teach","While your team cant win tell that is a fixed match Did you parents teach this to u Csk"
"x467","x1","conceded","csk overs a wicket from that over but boundaries cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Overs
 

A wicket from that over but boundaries conceded 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x468","x1",NA,"csk over over a a six and four from that pc cskvkkr vivoipl kkrhaitaiyaar",NA,"CSK Over
 

A six and a four from that PC over

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x469","x1","lose","review review csk their as russell survives an lbw call phew cskvkkr vivoipl kkrhaitaiyaar",NA,"REVIEW

CSK lose their review as Russell survives an LBW call Phew

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x470","x1","economic","csk overs over from kuldeep keeping keeping a line and it tight cskvkkr vivoipl kkr","proper","CSK Overs
 

Economic over from Kuldeep keeping a proper line and keeping it tight

CSKvKKR VIVOIPL KKR"
"x471","x1","fraud","is is is i i had choosen that that csk will and they have if my prediction ll get b","win offer right","is fraud i had choosen that csk will win and they have offer is that if my prediction is right i ll get b"
